assembly_name,neighbor_1,sim_1,neighbor_2,sim_2,neighbor_3,sim_3,neighbor_4,sim_4,neighbor_5,sim_5
23101_6aec02ee,20477_633cca4f,0.99978,22421_19401bdd,0.999696,21182_a480d230,0.999654,21551_c6c2d516,0.999589,22027_11a2e852,0.999551
20817_ef63b1a7,20815_b3d9e6c9,0.999993,23035_6087bb57,0.999978,23152_6f2706c9,0.999928,21358_a69a36f3,0.999913,21817_945cd3c9,0.99987
22141_5db99710,21186_d1698d8c,0.999943,21448_5646a1b6,0.999889,23438_b1ef78f4,0.999872,22367_b4a67e61,0.999865,22983_0ab3faaf,0.999865
20860_b8e9a191,20586_cbec2689,0.929985,21063_037107dc,0.927066,23048_8a1a5553,0.927031,20246_40be7668,0.919992,23422_f214bd4d,0.905165
21610_5dcf1187,21612_e2981dae,1.0,21619_19435db0,1.0,21615_f2ecc6e8,1.0,21614_5d6afa62,1.0,21613_d57e983a,1.0
20285_b64b1a7e,22073_951645ae,0.999957,21737_87d83240,0.999938,22061_b50b6b66,0.999937,21326_ab4d6c43,0.999915,22747_3f6faf4c,0.999912
21741_c6faf98e,22492_047b125b,0.998305,23204_ff1672a9,0.991473,22079_31335df2,0.989666,22076_20e8a107,0.987581,7778_3a9748b3,0.985483
21377_19909a40,23128_cb135b1b,0.999998,22162_439af02a,0.999995,20743_c8ea8159,0.999989,21706_adfb2ece,0.999976,21600_0027c6fc,0.999968
23174_8ef93daf,21794_4d137e7d,0.999932,22586_ff3651b2,0.999927,21974_1997ebc3,0.999901,20387_0d507234,0.999885,23008_3d1bb7b2,0.999877
22448_1f21757a,20788_d25efea2,0.999991,21779_b99623fc,0.999984,23043_c0827516,0.999963,21390_4d1e2d9c,0.999962,21550_0b16151d,0.999917
21621_711e1918,22376_3ebc82a2,0.999263,19810_f77c5501,0.99891,21790_aaf9224a,0.998787,20163_3742f394,0.998541,21552_4e9c19b1,0.998484
22261_6efe61e3,20342_c140780b,0.999999,23403_e539620b,0.999999,20947_115d4058,0.999999,23351_6104d55d,0.999999,22142_7891a26a,0.999998
20495_e8e7e80c,21588_0c48dc5f,0.99997,21625_d5d4c9a7,0.999957,22377_d490f505,0.999928,20281_a29f9a18,0.999897,20647_cea2e07c,0.999883
23282_a1b17daa,22666_bdaa1303,0.998127,22242_4ceddc2b,0.99735,22085_e039a7d3,0.99528,20278_d442e77d,0.994643,22440_014f1bac,0.992047
22078_1758e9fc,21588_0c48dc5f,0.999826,22214_b098105d,0.99982,22072_5163223a,0.999799,20495_e8e7e80c,0.999772,21391_78fc6345,0.999746
21744_5ae4d9d5,20500_e88d8065,0.999538,19566_19d85d3b,0.99952,22890_4ecfa491,0.999265,23002_4d53fb3f,0.99735,20293_a1999339,0.997086
22812_cf865ed1,21386_e234c6b6,0.999966,21958_e48ddf4e,0.99995,22434_2ad62ed6,0.999928,21133_f9a1614e,0.999925,22659_0e686e14,0.999915
21566_ff590631,22784_bcace961,0.999994,20925_dc64a33a,0.999978,22383_e5f707a7,0.999951,20387_0d507234,0.99994,20520_7e357152,0.999939
21337_062b39fa,22764_b884dce6,0.998017,21739_57582b8f,0.997672,20668_b2f2633e,0.996853,20293_a1999339,0.996554,21093_1bda9bbe,0.996236
23467_9f431540,21511_d07c59c2,0.999829,21352_c1101acb,0.999568,19596_fb9531a5,0.999384,21697_06656699,0.999371,22417_4a15d62e,0.99934
22434_2ad62ed6,21271_ec7f62b8,0.999959,21133_f9a1614e,0.999942,22812_cf865ed1,0.999928,22312_3f366a4a,0.999914,22561_067b78ae,0.999902
22236_db209dff,21564_fa5b2db7,0.999973,22283_36ba29c9,0.999948,20438_5f344b00,0.999909,23438_b1ef78f4,0.999906,21603_98a15295,0.999906
20951_2918f2fa,21451_fea6f0d1,0.999971,20802_802b7d69,0.999957,20340_86125547,0.999954,20814_5a2be0fb,0.999949,20994_9c88b1ba,0.999949
21186_d1698d8c,22983_0ab3faaf,0.999969,22141_5db99710,0.999943,22762_dcbdd14d,0.999929,23037_d0df320c,0.999921,23438_b1ef78f4,0.999909
20609_69f28932,21603_98a15295,0.999973,23320_e0711ae9,0.99994,22678_ff42f120,0.999931,21384_b9774b93,0.999904,21448_5646a1b6,0.999889
22064_e1ba20dd,20511_e1b972aa,0.999966,23387_c4aa9424,0.999954,23339_87a4d11f,0.999939,23354_8182b4eb,0.999918,22577_cd96733e,0.999899
21008_a3fec63b,23028_2ca87745,0.99996,21513_50fb4d62,0.999888,22045_ead71aca,0.999875,20421_49bd1188,0.999807,23318_65e3a7c9,0.999759
21739_57582b8f,22764_b884dce6,0.999779,20668_b2f2633e,0.999275,21093_1bda9bbe,0.998369,22405_20f11d58,0.998096,22402_a62e84b4,0.997985
21990_7bb6efcf,23170_6ea8ded5,0.999217,22245_ca848576,0.999213,23438_b1ef78f4,0.999182,22312_3f366a4a,0.999142,20438_5f344b00,0.999136
22357_e2f7b060,21557_53eafe15,0.995567,22787_49022c32,0.993884,22430_c6f08b03,0.985412,21421_fb12b69b,0.983876,22670_9353c710,0.983092
23021_047d1f8a,20467_f1fcc009,0.999993,22058_71feafda,0.999993,23311_ad36a9ec,0.999989,23006_92c5b990,0.999988,22349_6f67a96e,0.999988
20812_462bd352,21611_1d3ff1b6,0.999994,21613_d57e983a,0.999994,21617_ddd3657b,0.999994,20212_5d1f2de1,0.999994,21619_19435db0,0.999994
21119_4f5c95a6,21139_cd619b26,1.0,20804_0dcacc66,1.0,22839_113f2990,1.0,21243_3ec5d732,1.0,20898_5f5b9bc7,1.0
21174_861bd902,21849_a5f563a6,0.999731,22360_42cd6a21,0.999624,22070_fd1b8e5e,0.999513,21838_5bc448b4,0.999349,20477_633cca4f,0.999194
22057_4947db57,22892_68138f24,0.999995,20682_e208cc63,0.99999,22155_ab18f2b6,0.999953,22886_a6331748,0.999917,21037_62248d34,0.999909
20858_15bdad00,20389_c835706f,0.999863,20735_fb18051a,0.999553,23475_b14d1dc8,0.999123,23045_a8c4e4bc,0.999101,21541_abc67be6,0.998362
20384_767d849a,21257_770fee9a,0.999903,20551_ff28a959,0.999872,22147_12995368,0.999787,20946_6573271d,0.999658,20419_8ce893b6,0.999601
22059_b7d76712,20892_b1f89c8d,0.999956,21513_50fb4d62,0.999931,23318_65e3a7c9,0.999886,22045_ead71aca,0.999762,21008_a3fec63b,0.999648
22197_94c66357,21974_1997ebc3,0.999908,22617_a286f13c,0.999902,22196_e5bf8c9d,0.999879,22197_66c5655e,0.999852,22418_2722dfe8,0.999844
22080_594bcb66,20792_d2ea0500,0.907687,22678_ff42f120,0.899734,20990_0a226634,0.898859,23103_43bde2a6,0.89884,22050_e8702dd4,0.898821
21450_ea24ffcc,22442_7d5c5d5f,0.98259,21656_964b0c84,0.981593,21005_9feee615,0.981165,20870_dedaef5b,0.979375,20260_4a01a99d,0.973929
20799_213bf924,20675_66ac9773,0.998703,22415_658c81dd,0.980162,20546_87dbd755,0.978517,21647_6b6cca6f,0.966264,22717_08784417,0.955809
20504_c9e14c9d,20554_abcb705e,0.999914,21529_93e51dd9,0.99991,23372_4cb88567,0.999838,22218_2f85f6ae,0.999771,22837_7644c972,0.999757
21533_8837772a,22270_c6999138,0.999734,23219_40625e2c,0.999639,21994_357aac6f,0.999463,23210_f535bfd2,0.999388,23209_1592b0a4,0.999303
20436_41b730a3,20188_98b86c0f,0.99998,22862_f5406bb0,0.999968,20332_0c2a24aa,0.999962,20671_33532794,0.999957,20994_9c88b1ba,0.999942
20229_d1ae2ae3,20408_b4fda9eb,0.999987,23505_161e8ec5,0.99998,22066_308cdcfe,0.999974,21594_428d32af,0.999961,20849_9821b6fe,0.999954
21244_d67bbabc,21244_24c3ce72,0.984512,21236_b696e901,0.980307,21421_fb12b69b,0.978804,22430_c6f08b03,0.975571,21557_53eafe15,0.9726
23318_65e3a7c9,21513_50fb4d62,0.999929,22045_ead71aca,0.999892,22059_b7d76712,0.999886,20892_b1f89c8d,0.999855,22729_232da678,0.999831
22893_eb8aa8ac,21838_5bc448b4,0.999961,22416_4cd31921,0.999893,22070_fd1b8e5e,0.999838,23155_d7305c5f,0.999796,21845_dff8b3a1,0.999785
23409_e27e3b8b,23238_3c864758,0.999992,21600_0027c6fc,0.999986,21706_adfb2ece,0.999983,22074_c0265b0d,0.99998,22345_bc482c26,0.999979
22066_308cdcfe,20414_a33bd0d7,0.999995,20849_9821b6fe,0.999992,22313_3a8b93dc,0.999978,20229_d1ae2ae3,0.999974,22577_cd96733e,0.999966
23363_60e39812,21695_1f33863f,0.999952,22126_e1cca10f,0.999288,21185_ac5324ba,0.998857,21202_e452c491,0.998801,21009_907a2a95,0.998621
20737_5249e274,23258_87a2ba81,0.999223,20745_3e22ad07,0.996252,23310_7daded69,0.995222,21204_96d26a7f,0.992664,21685_93737a7a,0.979581
23329_6939d5d9,20697_d3e106b4,0.999984,20421_0fd51709,0.999949,20643_71ad3d26,0.999874,22417_4a15d62e,0.999851,22168_a84560a9,0.999773
21884_cc2c39f9,22345_bc482c26,0.999959,23369_447545f6,0.999954,22074_c0265b0d,0.999948,22895_4533b542,0.999943,20908_10574fbf,0.999939
20231_f54462bb,21267_35a558cc,1.0,20376_eefa9511,1.0,20479_77930584,1.0,21243_3ec5d732,1.0,20898_5f5b9bc7,0.999999
20322_5a8c6077,23214_0c411aa1,0.999985,21594_428d32af,0.999982,23434_6635ed57,0.999967,20676_9715ec9c,0.999966,20322_daa5c577,0.999963
22528_f3370a64,23083_fdb942ac,0.999451,22081_ab3124af,0.998911,23313_210c6783,0.998224,20735_fb18051a,0.998152,23379_636204a6,0.997263
22168_a84560a9,21081_72fa4ad1,0.999927,22417_4a15d62e,0.999779,23329_6939d5d9,0.999773,20697_d3e106b4,0.999764,20421_0fd51709,0.99974
21513_50fb4d62,22059_b7d76712,0.999931,23318_65e3a7c9,0.999929,22045_ead71aca,0.999911,21008_a3fec63b,0.999888,20892_b1f89c8d,0.999883
22043_041e1b7c,23236_d5867507,0.999957,20940_9777847c,0.999889,23244_34b5f55e,0.999851,23321_c9497b79,0.999828,22131_6b4b60f8,0.999816
21224_18ba4aba,21326_ab4d6c43,0.999968,21737_87d83240,0.999937,21292_f94bd96b,0.999923,22072_5163223a,0.999922,22073_951645ae,0.999898
20246_40be7668,20351_dc6e4e1e,0.97833,23422_f214bd4d,0.961167,20746_57a7b346,0.958226,22483_f4e4b62a,0.932438,20860_b8e9a191,0.919992
22837_7644c972,23342_7193a931,0.999863,20554_abcb705e,0.999856,20504_c9e14c9d,0.999757,21529_93e51dd9,0.999742,20421_83f66ddc,0.999736
22843_ff77027f,22843_cb38a007,0.999999,21781_5985da6d,0.999999,21581_8f948e0b,0.999998,20468_1c33550a,0.999998,23311_ad36a9ec,0.999996
23244_34b5f55e,23218_02d26ab4,0.999991,20940_9777847c,0.999988,23236_d5867507,0.999875,22043_041e1b7c,0.999851,23211_3aac9c7e,0.999828
21840_6847d36c,21831_54ca67d1,0.999949,22216_4b032400,0.99991,22761_ca309655,0.9999,22311_553b3456,0.999892,20680_b095cb77,0.999883
21282_b2d83538,22727_c514268a,0.997109,20797_78b83489,0.996692,20657_913a7675,0.996209,20722_90d46353,0.995205,23480_3f7a8d50,0.995001
23176_1bf2a2d5,21745_56cbe841,0.999729,21626_b34008e6,0.999645,22011_0832eefe,0.999483,22323_aa6edb8b,0.999287,21923_41fa6eda,0.999118
23341_d5ead6d2,21469_abec26c4,0.999985,21391_78fc6345,0.99998,23265_07de6a0b,0.999973,20186_f66e4ad3,0.999948,23039_b3d04774,0.999935
21503_34f299ca,23331_192866b6,0.999953,22372_e91792a1,0.999944,23413_6702ec7f,0.999874,21365_ab403591,0.999807,23028_2ca87745,0.999736
20322_daa5c577,22826_199df203,0.999971,20322_5a8c6077,0.999963,23476_705b76d1,0.999962,20676_9715ec9c,0.999948,23434_6635ed57,0.999936
21531_79015e13,22469_9d87f800,0.999777,23417_9a9e9937,0.999611,22418_2722dfe8,0.999557,21390_4d1e2d9c,0.999548,22617_a286f13c,0.999532
22383_e5f707a7,21563_c72d37a2,0.999992,23008_3d1bb7b2,0.999963,20520_7e357152,0.999954,21566_ff590631,0.999951,22134_5e72e871,0.999941
20779_fc5a7c3d,22197_66c5655e,0.999795,20421_49bd1188,0.999775,22196_0deb2e34,0.999769,22196_e5bf8c9d,0.999759,23028_2ca87745,0.999607
20910_c64b5d1b,20810_f6674f2d,0.999999,21761_fdb5f86d,0.999997,21785_d595ced5,0.999996,21617_ddd3657b,0.999995,21614_5d6afa62,0.999995
21453_679a343c,21496_f4025ad5,0.999611,21165_5cb2d287,0.999024,21884_cc2c39f9,0.994134,21865_c190b734,0.993867,22345_bc482c26,0.993721
23158_c7e753c2,22064_e1ba20dd,0.999822,23387_c4aa9424,0.999807,21599_80057f94,0.999792,23339_87a4d11f,0.999769,20511_e1b972aa,0.999755
21856_f84d9348,21423_196855d1,0.995379,22852_dc1dbed6,0.992853,21426_51651a10,0.992522,21165_5cb2d287,0.981044,21496_f4025ad5,0.975264
20469_b6211bfd,20291_42287610,0.999994,20705_ac2a0325,0.99998,23006_92c5b990,0.999979,23442_28996649,0.999972,23021_047d1f8a,0.99997
22126_e1cca10f,23132_1847c4ef,0.999779,21923_41fa6eda,0.999651,21009_907a2a95,0.999409,21695_1f33863f,0.999372,23363_60e39812,0.999288
20908_10574fbf,21848_0fff9631,0.99999,22589_2c8f7c0b,0.999989,23440_5956321f,0.999985,21175_85118898,0.999982,23369_447545f6,0.999981
23096_7da0f913,21051_5d118b91,0.999993,21882_795be793,0.999991,21634_e5e20375,0.999989,21573_31a18ad0,0.99998,22891_b8c84495,0.99998
22072_5163223a,21224_18ba4aba,0.999922,21326_ab4d6c43,0.999902,22981_93f268ae,0.999892,21625_d5d4c9a7,0.999872,21588_0c48dc5f,0.999857
23120_f7c9092f,23414_f7d4a688,0.999272,23380_abffc859,0.997925,23156_7788f78a,0.996807,23161_e7f63a9f,0.996692,23026_e6f08109,0.995948
23438_b1ef78f4,20438_5f344b00,0.999968,21497_9833a679,0.999935,22367_b4a67e61,0.999934,21186_d1698d8c,0.999909,22236_db209dff,0.999906
22678_ff42f120,22561_067b78ae,0.999934,20609_69f28932,0.999931,23320_e0711ae9,0.999906,23037_d0df320c,0.999902,22983_0ab3faaf,0.99988
23194_b675acc0,23236_d5867507,0.999922,22043_041e1b7c,0.999802,23372_4cb88567,0.999769,22218_2f85f6ae,0.999752,23211_3aac9c7e,0.999732
20406_dacb0300,23339_87a4d11f,0.999963,23387_c4aa9424,0.999953,21274_2fb8c3f5,0.999935,23184_731e5af0,0.999914,21353_4686c90c,0.999913
22228_1c82530b,22474_b10fea1a,0.999719,22266_078a1f68,0.999613,21539_cfe1f7fd,0.999514,22919_3ee91d1a,0.998268,23466_1cf60d09,0.997894
23199_75dc1efd,22178_976d2411,1.0,22839_113f2990,1.0,21139_cd619b26,0.999999,21119_4f5c95a6,0.999999,16550_e88d6986,0.999999
23310_7daded69,23258_87a2ba81,0.996937,21204_96d26a7f,0.996641,20737_5249e274,0.995222,22428_c1ffa51a,0.992755,21685_93737a7a,0.992054
21923_41fa6eda,23132_1847c4ef,0.999934,22126_e1cca10f,0.999651,23373_f5dac851,0.999166,21009_907a2a95,0.99912,23176_1bf2a2d5,0.999118
20788_d25efea2,22448_1f21757a,0.999991,21779_b99623fc,0.99999,23043_c0827516,0.999949,21390_4d1e2d9c,0.999948,23417_9a9e9937,0.999905
20340_86125547,20994_9c88b1ba,0.999999,20332_0c2a24aa,0.999995,20241_8c0d3f83,0.999994,20241_ccb70dc8,0.999994,20814_5a2be0fb,0.999992
21958_e48ddf4e,22812_cf865ed1,0.99995,22659_0e686e14,0.999907,21386_e234c6b6,0.999899,22434_2ad62ed6,0.999885,22312_3f366a4a,0.99985
16550_e88d6986,23250_aa321310,1.0,23163_7b143a6f,1.0,22178_976d2411,0.999999,23199_75dc1efd,0.999999,21062_c4ed6d45,0.999998
21358_a69a36f3,21817_945cd3c9,0.999988,23035_6087bb57,0.999969,20511_e1b972aa,0.999952,20815_b3d9e6c9,0.99992,20817_ef63b1a7,0.999913
20701_6dcbc975,21979_29f59427,0.999266,21918_976c2754,0.998711,21164_de08f61e,0.996925,21028_d4d30a2e,0.996863,23493_57512264,0.996382
21924_bbd9f7a9,20245_f1b25d43,0.999446,22428_c1ffa51a,0.998924,23154_7c74d190,0.998489,23378_8d6426ae,0.99809,21685_93737a7a,0.996814
20451_84d8b290,20451_557fe5cd,1.0,21862_ec534e16,0.999987,22136_a539c50b,0.999979,20806_ca60b7ae,0.999672,22047_5a090f16,0.999664
22085_e039a7d3,20278_d442e77d,0.998369,22666_bdaa1303,0.996525,23282_a1b17daa,0.99528,21590_7d092186,0.993511,22046_fe3bae6e,0.992534
22983_0ab3faaf,22762_dcbdd14d,0.999987,23037_d0df320c,0.999969,21186_d1698d8c,0.999969,22561_067b78ae,0.999966,21271_ec7f62b8,0.999949
20947_115d4058,23351_6104d55d,1.0,21495_ebbbd369,0.999999,20342_c140780b,0.999999,22261_6efe61e3,0.999999,20838_86c931be,0.999998
23045_a8c4e4bc,23480_3f7a8d50,0.999689,23475_b14d1dc8,0.999386,23252_ef165bed,0.999307,20389_c835706f,0.999303,20657_913a7675,0.999199
20259_de1ab632,21015_10304cb9,0.999957,23039_b3d04774,0.999915,22377_d490f505,0.999871,20951_2918f2fa,0.99986,23265_07de6a0b,0.999843
22367_b4a67e61,22026_62afa265,0.999993,20429_9dd95c38,0.999982,20438_5f344b00,0.99997,23438_b1ef78f4,0.999934,21448_5646a1b6,0.999899
20849_9821b6fe,22066_308cdcfe,0.999992,20414_a33bd0d7,0.999988,22313_3a8b93dc,0.999965,23435_e1c96b4d,0.999963,22577_cd96733e,0.999957
22469_9d87f800,23417_9a9e9937,0.999957,22418_2722dfe8,0.99995,22617_a286f13c,0.999914,21974_1997ebc3,0.999885,21390_4d1e2d9c,0.999856
23435_e1c96b4d,21353_4686c90c,0.999989,20414_a33bd0d7,0.999981,20849_9821b6fe,0.999963,22066_308cdcfe,0.999958,22577_cd96733e,0.999951
23043_c0827516,22448_1f21757a,0.999963,20788_d25efea2,0.999949,21550_0b16151d,0.999943,21779_b99623fc,0.999923,21390_4d1e2d9c,0.999906
23154_7c74d190,21924_bbd9f7a9,0.998489,20245_f1b25d43,0.997899,23378_8d6426ae,0.997743,22428_c1ffa51a,0.996832,21300_ec7da33e,0.996128
20387_0d507234,22586_ff3651b2,0.999965,20925_dc64a33a,0.999957,23008_3d1bb7b2,0.999941,21566_ff590631,0.99994,22784_bcace961,0.999936
22862_f5406bb0,23215_08a54de0,0.999973,22227_aca28ff2,0.999969,20436_41b730a3,0.999968,20193_2da4f0a0,0.999943,20671_33532794,0.99994
22890_4ecfa491,20500_e88d8065,0.999331,21744_5ae4d9d5,0.999265,23002_4d53fb3f,0.999204,19566_19d85d3b,0.998634,21153_a2fb81fe,0.998212
21625_d5d4c9a7,20647_cea2e07c,0.999961,20495_e8e7e80c,0.999957,20646_4cd14a72,0.999929,21326_ab4d6c43,0.999923,21588_0c48dc5f,0.999911
22216_4b032400,21831_54ca67d1,0.99998,21248_0a862e3e,0.999975,21840_6847d36c,0.99991,20585_09b72895,0.999844,20680_b095cb77,0.99978
21564_fa5b2db7,22283_36ba29c9,0.999991,22236_db209dff,0.999973,21603_98a15295,0.999868,20438_5f344b00,0.999839,21384_b9774b93,0.999837
21918_976c2754,23493_57512264,0.999107,22980_3cb3bcc8,0.998835,20701_6dcbc975,0.998711,21979_29f59427,0.998396,23041_8d3ea25c,0.997773
21615_f2ecc6e8,21612_e2981dae,1.0,21610_5dcf1187,1.0,21614_5d6afa62,1.0,21619_19435db0,1.0,21613_d57e983a,0.999999
23164_659c91ef,23440_5956321f,0.999992,23239_ba13cf5e,0.999991,22746_920025a0,0.999987,21793_4ad5e2c0,0.999985,22349_6f67a96e,0.999984
21271_ec7f62b8,22762_dcbdd14d,0.999964,23170_6ea8ded5,0.999963,22434_2ad62ed6,0.999959,22561_067b78ae,0.999957,21497_9833a679,0.999953
22746_920025a0,23239_ba13cf5e,0.999998,23439_18900af2,0.999998,22671_fdd1b1e6,0.999992,20801_0796e2ee,0.99999,23184_731e5af0,0.99999
20429_9dd95c38,22026_62afa265,0.999995,22367_b4a67e61,0.999982,20438_5f344b00,0.999927,21448_5646a1b6,0.99987,23438_b1ef78f4,0.999851
20806_ca60b7ae,22154_24342da4,0.999999,20451_557fe5cd,0.999672,20451_84d8b290,0.999672,22129_48b47c52,0.999663,21862_ec534e16,0.999541
23178_eb4b4280,20731_fbdc7731,0.999946,20822_5bb36119,0.999946,21825_ce32b0a0,0.999931,20216_89b90993,0.99993,22508_6bb410af,0.999919
21478_8fbd4409,20990_0a226634,0.99991,21961_1a090a8b,0.999903,22049_4da0d894,0.999859,22050_e8702dd4,0.999842,23178_eb4b4280,0.999784
23511_8651ac1f,22717_08784417,0.985714,21647_6b6cca6f,0.976667,20546_87dbd755,0.973821,22415_658c81dd,0.971939,20745_3e22ad07,0.956969
22372_e91792a1,21503_34f299ca,0.999944,23413_6702ec7f,0.999943,23331_192866b6,0.99991,23028_2ca87745,0.999772,21008_a3fec63b,0.999729
21634_e5e20375,22891_b8c84495,0.999995,23366_cc0bc28e,0.999994,21051_5d118b91,0.999994,20813_726b2714,0.999993,23096_7da0f913,0.999989
22430_c6f08b03,21244_24c3ce72,0.994722,21421_fb12b69b,0.993422,22357_e2f7b060,0.985412,21582_a3d32115,0.983922,21069_508a9947,0.98105
22461_0ba0e480,22232_cb53774e,0.999774,22341_0f9c52ed,0.999706,23323_075a079e,0.999693,22002_315afcfc,0.999678,20688_955aae0c,0.999666
23305_2662b29a,22852_dc1dbed6,0.982352,21592_c5e77a82,0.970164,21423_196855d1,0.969968,21856_f84d9348,0.96987,21426_51651a10,0.943346
23163_7b143a6f,16550_e88d6986,1.0,23250_aa321310,1.0,22178_976d2411,0.999999,23199_75dc1efd,0.999998,21062_c4ed6d45,0.999998
20970_d20c6c35,20758_cdccf572,0.999917,21467_67965037,0.999866,23221_42f37ae3,0.999844,22259_613f9d44,0.999784,21176_b5c72bfb,0.999731
23218_02d26ab4,23244_34b5f55e,0.999991,20940_9777847c,0.999964,23211_3aac9c7e,0.99989,23236_d5867507,0.999864,22043_041e1b7c,0.99981
22987_37973191,22832_731d3b9f,0.999883,21790_aaf9224a,0.999725,20722_90d46353,0.999443,20157_db99ab88,0.998979,20239_49b65a55,0.998907
22147_12995368,20946_6573271d,0.999974,21257_770fee9a,0.999927,20384_767d849a,0.999787,20419_8ce893b6,0.999641,20551_ff28a959,0.999526
21552_4e9c19b1,21816_3891a442,0.999661,20505_017d4cc4,0.999325,20182_71b9e491,0.999297,22778_7d85debd,0.999093,23049_207a41f0,0.998867
21582_a3d32115,22670_9353c710,0.988027,21421_fb12b69b,0.986862,23235_f9ccb8b0,0.984724,22430_c6f08b03,0.983922,23271_f833d903,0.983887
21911_429c1a72,22180_ce7c3bd8,0.99995,19518_f220b68a,0.999888,21015_10304cb9,0.999853,20646_4cd14a72,0.999719,20259_de1ab632,0.999707
20657_913a7675,23252_ef165bed,0.999703,23480_3f7a8d50,0.999538,23045_a8c4e4bc,0.999199,22334_677d00e0,0.998423,23475_b14d1dc8,0.998299
21926_b4c7068b,23376_9b48819a,0.980416,20746_57a7b346,0.976144,21352_d60bc953,0.966858,21859_35124f79,0.964489,20870_dedaef5b,0.962305
22732_cd2af0ac,23239_ba13cf5e,0.999988,23439_18900af2,0.999987,22746_920025a0,0.999984,21690_5d1f3475,0.999981,23164_659c91ef,0.99998
21049_f644930a,21549_18160a0a,0.999777,20628_e0551f7c,0.999774,21837_b67d788c,0.999725,21281_6e562106,0.999714,23213_3df3cb34,0.999692
22345_bc482c26,23238_3c864758,0.999983,23505_161e8ec5,0.99998,23409_e27e3b8b,0.999979,22313_3a8b93dc,0.999964,22074_c0265b0d,0.999959
21697_06656699,23233_ac09e2e5,0.999838,21709_4dd88551,0.999589,22652_dc7405ef,0.999531,23467_9f431540,0.999371,21511_d07c59c2,0.99916
20412_42170125,20810_f6674f2d,0.999995,21785_d595ced5,0.999995,22653_58d6287d,0.999994,21761_fdb5f86d,0.999994,20910_c64b5d1b,0.999994
21845_dff8b3a1,21121_1e9e7540,0.999962,21843_effbd24d,0.999882,23155_d7305c5f,0.99981,21352_c1101acb,0.999789,22893_eb8aa8ac,0.999785
23083_fdb942ac,23313_210c6783,0.999607,22528_f3370a64,0.999451,23379_636204a6,0.999095,23283_fadf3820,0.998936,23026_e6f08109,0.998661
22050_e8702dd4,21176_b5c72bfb,0.999912,22259_613f9d44,0.999859,21467_67965037,0.999852,21478_8fbd4409,0.999842,21825_ce32b0a0,0.999817
21495_ebbbd369,22844_9b75b8e0,0.999999,20838_86c931be,0.999999,20947_115d4058,0.999999,23351_6104d55d,0.999999,21630_316322ff,0.999999
22140_9cda24cc,21810_718ae2fe,0.999972,20989_a261efa3,0.999909,20807_88c198d5,0.999888,22892_68138f24,0.999862,20682_e208cc63,0.99986
23035_6087bb57,20817_ef63b1a7,0.999978,21358_a69a36f3,0.999969,20815_b3d9e6c9,0.999969,21817_945cd3c9,0.999945,23152_6f2706c9,0.999897
21836_5bc91e49,22414_14ead4a3,0.999762,22652_dc7405ef,0.999528,22654_4c426b0f,0.999363,22638_37f9fe91,0.999306,20502_58b65de9,0.999143
21539_cfe1f7fd,22266_078a1f68,0.999889,22228_1c82530b,0.999514,22474_b10fea1a,0.99947,23466_1cf60d09,0.998664,23132_1847c4ef,0.998224
21626_b34008e6,21745_56cbe841,0.999888,22011_0832eefe,0.999739,23176_1bf2a2d5,0.999645,21816_3891a442,0.999502,20141_b9376856,0.999441
21862_ec534e16,22136_a539c50b,0.999999,20451_557fe5cd,0.999988,20451_84d8b290,0.999987,22047_5a090f16,0.999775,20806_ca60b7ae,0.999541
21451_fea6f0d1,20951_2918f2fa,0.999971,20340_86125547,0.999968,20241_8c0d3f83,0.999967,20241_ccb70dc8,0.999967,21422_b2a6bf27,0.99996
20431_27e7f151,23501_6c48b3c1,0.999454,20628_e0551f7c,0.999426,23473_1dfa6e40,0.999423,23121_cbdf3ebc,0.999375,23331_192866b6,0.999265
23493_57512264,22980_3cb3bcc8,0.999872,21918_976c2754,0.999107,22011_0832eefe,0.998754,20319_9f53cd7c,0.998454,22534_e899f645,0.99839
23170_6ea8ded5,22312_3f366a4a,0.999985,21271_ec7f62b8,0.999963,21497_9833a679,0.999929,22434_2ad62ed6,0.999898,22762_dcbdd14d,0.99988
22747_3f6faf4c,20285_b64b1a7e,0.999912,19518_f220b68a,0.999905,22981_93f268ae,0.999865,22180_ce7c3bd8,0.999861,22073_951645ae,0.999842
20925_dc64a33a,22784_bcace961,0.999989,21566_ff590631,0.999978,22586_ff3651b2,0.999972,20387_0d507234,0.999957,23008_3d1bb7b2,0.999904
21603_98a15295,20609_69f28932,0.999973,21384_b9774b93,0.999971,21448_5646a1b6,0.999956,22236_db209dff,0.999906,21564_fa5b2db7,0.999868
23417_9a9e9937,22418_2722dfe8,0.999979,22469_9d87f800,0.999957,21779_b99623fc,0.999938,21390_4d1e2d9c,0.999924,22617_a286f13c,0.999909
21797_69df08d5,23273_8f301ce3,0.999385,20818_098cad7c,0.999162,20959_d4905d19,0.998419,20279_aed6b3b3,0.998371,21805_2ba39d00,0.998088
21991_ab98f156,23053_139f2009,0.994648,23251_3eb3d2e6,0.989212,23495_6366269c,0.988582,22910_97f0cc18,0.988537,20533_0a3e112b,0.9882
23034_b38134ee,22825_f4c18d65,0.999824,23501_6c48b3c1,0.999732,23152_6f2706c9,0.999676,23036_7f9d143f,0.999616,20817_ef63b1a7,0.999524
