assembly_name,neighbor_1,hybrid_sim_1,neighbor_2,hybrid_sim_2,neighbor_3,hybrid_sim_3,neighbor_4,hybrid_sim_4,neighbor_5,hybrid_sim_5
22405_20f11d58,22402_a62e84b4,0.999949,20668_b2f2633e,0.999227,22890_4ecfa491,0.995538,21024_9be3d461,0.994692,22193_c8773ded,0.993089
22413_901f5867,23271_f833d903,0.998246,23235_f9ccb8b0,0.997342,23195_2629864e,0.996835,21582_a3d32115,0.989878,22298_51433023,0.989613
22414_14ead4a3,22638_37f9fe91,0.999886,21836_5bc91e49,0.999857,23468_a0bfb573,0.999555,23127_38d73061,0.999355,22095_af226cbc,0.999244
22415_658c81dd,21647_6b6cca6f,0.912726,20546_87dbd755,0.912225,22125_e3a4cad4,0.910961,22717_08784417,0.908811,20799_213bf924,0.828097
22416_4cd31921,22893_eb8aa8ac,0.999936,23155_d7305c5f,0.999866,21838_5bc448b4,0.999857,21845_dff8b3a1,0.999836,21843_effbd24d,0.999808
22417_4a15d62e,20245_f1b25d43,0.986743,20745_3e22ad07,0.949266,23329_6939d5d9,0.919911,20697_d3e106b4,0.919889,21081_72fa4ad1,0.919889
22418_2722dfe8,23417_9a9e9937,0.919988,22617_a286f13c,0.919982,22469_9d87f800,0.91997,21974_1997ebc3,0.919955,21390_4d1e2d9c,0.919939
22419_dfeb5d33,21182_a480d230,0.999846,21839_a8eb6d34,0.99972,23101_6aec02ee,0.999683,21174_861bd902,0.999471,22894_5f7c276d,0.999257
22421_19401bdd,23101_6aec02ee,0.999818,20697_d3e106b4,0.999746,22894_5f7c276d,0.999584,20643_71ad3d26,0.999566,23377_690165aa,0.999563
22428_c1ffa51a,23378_8d6426ae,0.999536,21924_bbd9f7a9,0.999354,22278_12f1fb79,0.998656,23154_7c74d190,0.998099,21805_2ba39d00,0.997615
22430_c6f08b03,21582_a3d32115,0.990353,21244_d67bbabc,0.985343,23235_f9ccb8b0,0.984279,21557_53eafe15,0.983823,23271_f833d903,0.9765
22434_2ad62ed6,21271_ec7f62b8,0.999975,21133_f9a1614e,0.999965,22312_3f366a4a,0.999948,22762_dcbdd14d,0.999939,23170_6ea8ded5,0.999939
22440_014f1bac,23466_1cf60d09,0.994771,22085_e039a7d3,0.994649,22228_1c82530b,0.994524,22474_b10fea1a,0.992739,23132_1847c4ef,0.988051
22442_7d5c5d5f,21450_ea24ffcc,0.989554,21656_964b0c84,0.987568,22402_a62e84b4,0.98138,22405_20f11d58,0.981119,20668_b2f2633e,0.979957
22443_fa24c6f9,21035_d308c5c4,0.996719,21091_bbf490e7,0.996683,20858_15bdad00,0.996358,21282_b2d83538,0.995931,21281_6e562106,0.995899
22448_1f21757a,20788_d25efea2,0.999994,21390_4d1e2d9c,0.999977,21550_0b16151d,0.99995,23417_9a9e9937,0.999938,21719_d60b8a4a,0.999912
22461_0ba0e480,22232_cb53774e,0.919865,22341_0f9c52ed,0.919824,22002_315afcfc,0.919807,20688_955aae0c,0.919799,20141_b9376856,0.919761
22469_9d87f800,23417_9a9e9937,0.999974,22617_a286f13c,0.999948,21974_1997ebc3,0.999931,21390_4d1e2d9c,0.999914,21531_79015e13,0.999866
22472_f65d3470,22749_346e10ae,0.999979,22899_5b97e4f5,0.999976,20801_0796e2ee,0.99997,23184_731e5af0,0.999963,21274_2fb8c3f5,0.999953
22474_b10fea1a,22228_1c82530b,0.999831,23132_1847c4ef,0.999022,23466_1cf60d09,0.998427,23363_60e39812,0.998182,22082_39503fa6,0.998106
22483_f4e4b62a,22079_31335df2,0.915704,23422_f214bd4d,0.912268,20351_dc6e4e1e,0.91128,22492_047b125b,0.910582,21741_c6faf98e,0.908623
22491_a33562ad,22056_79373464,0.998216,22581_406c16c4,0.996313,23162_7e2f3d77,0.995134,23123_f35404c4,0.993548,23226_8d1b5098,0.993382
22492_047b125b,21741_c6faf98e,0.998983,23204_ff1672a9,0.995921,23195_2629864e,0.986639,23144_88ca00a5,0.986369,22413_901f5867,0.98505
22498_b8bdb105,21785_d595ced5,0.999969,20188_98b86c0f,0.999913,20340_86125547,0.999774,21495_ebbbd369,0.919998,20947_115d4058,0.919998
22508_6bb410af,20731_fbdc7731,0.999996,20822_5bb36119,0.999994,21825_ce32b0a0,0.999976,23103_43bde2a6,0.999919,22236_db209dff,0.999897
22528_f3370a64,23083_fdb942ac,0.99967,22081_ab3124af,0.999347,20765_99d0665e,0.998136,23002_4d53fb3f,0.99797,22910_97f0cc18,0.997179
22533_e7298b05,23144_88ca00a5,0.997553,23195_2629864e,0.995057,22413_901f5867,0.987704,22298_51433023,0.986254,23204_ff1672a9,0.984673
22534_e899f645,20899_a8d7c6d5,0.9197,22011_0832eefe,0.919633,20319_9f53cd7c,0.9194,21028_d4d30a2e,0.919355,22199_8ec9eeb2,0.919342
22535_0ba01cc9,22056_79373464,0.919757,21986_67c5509a,0.919479,22491_a33562ad,0.918987,21545_4384f96e,0.91784,23162_7e2f3d77,0.917343
22561_067b78ae,23037_d0df320c,0.919982,22983_0ab3faaf,0.919979,22762_dcbdd14d,0.919974,21271_ec7f62b8,0.919974,22678_ff42f120,0.91996
22576_d05619d1,20620_8a5226b4,0.919986,21838_5bc448b4,0.919129,22893_eb8aa8ac,0.91904,21849_a5f563a6,0.919032,22360_42cd6a21,0.918974
22577_cd96733e,22066_308cdcfe,0.99998,23434_6635ed57,0.999979,20849_9821b6fe,0.999974,22313_3a8b93dc,0.999951,23505_161e8ec5,0.999928
22581_406c16c4,23123_f35404c4,0.998973,23226_8d1b5098,0.997634,22056_79373464,0.996713,22491_a33562ad,0.996313,23162_7e2f3d77,0.99476
22586_ff3651b2,20925_dc64a33a,0.999983,23174_8ef93daf,0.999956,21566_ff590631,0.999954,23008_3d1bb7b2,0.999948,22383_e5f707a7,0.999908
22589_2c8f7c0b,20908_10574fbf,0.999994,21848_0fff9631,0.99999,23440_5956321f,0.999983,22671_fdd1b1e6,0.99998,21353_4686c90c,0.999975
22612_28fe0ac2,23451_14c8d09e,0.99998,20505_017d4cc4,0.999919,21816_3891a442,0.999465,21552_4e9c19b1,0.999273,22002_315afcfc,0.999119
22617_a286f13c,21974_1997ebc3,0.999976,22469_9d87f800,0.999948,23417_9a9e9937,0.999945,23174_8ef93daf,0.999906,21390_4d1e2d9c,0.9999
22630_b6010fff,22199_8ec9eeb2,0.995401,20554_abcb705e,0.983595,21164_de08f61e,0.91873,22082_39503fa6,0.918353,21028_d4d30a2e,0.917582
22638_37f9fe91,22414_14ead4a3,0.999886,21836_5bc91e49,0.999584,23468_a0bfb573,0.999437,23127_38d73061,0.99943,22095_af226cbc,0.99939
22652_dc7405ef,21697_06656699,0.919719,23233_ac09e2e5,0.91948,21709_4dd88551,0.919282,23467_9f431540,0.919061,21511_d07c59c2,0.918953
22653_58d6287d,20741_c337946f,1.0,21265_7329c813,0.999999,21761_fdb5f86d,0.999999,21612_e2981dae,0.999998,21614_5d6afa62,0.999998
22654_4c426b0f,22414_14ead4a3,0.919908,22638_37f9fe91,0.919891,23468_a0bfb573,0.919776,7780_6c885e81,0.919699,21836_5bc91e49,0.919618
22659_0e686e14,21958_e48ddf4e,0.999944,21386_e234c6b6,0.99994,23037_d0df320c,0.999934,22434_2ad62ed6,0.999903,21271_ec7f62b8,0.999886
22666_bdaa1303,22440_014f1bac,0.918352,22085_e039a7d3,0.917915,21590_7d092186,0.916813,20278_d442e77d,0.916202,20176_a02bde39,0.915286
22668_9c30f6c0,22902_83870421,1.0,21047_60d69af3,1.0,22907_ff18dbd5,1.0,21616_c6c3347a,0.999999,21806_616e985a,0.999998
22670_9353c710,23235_f9ccb8b0,0.919557,23271_f833d903,0.917818,22413_901f5867,0.915697,21582_a3d32115,0.912816,22357_e2f7b060,0.909855
22671_fdd1b1e6,23184_731e5af0,0.999998,21848_0fff9631,0.999995,23440_5956321f,0.999995,23239_ba13cf5e,0.99999,23439_18900af2,0.99999
22678_ff42f120,20609_69f28932,0.999959,23320_e0711ae9,0.999943,23037_d0df320c,0.999941,22983_0ab3faaf,0.999928,21271_ec7f62b8,0.999905
22680_1f4026f6,21837_b67d788c,0.999816,23434_6635ed57,0.999787,22045_ead71aca,0.999783,22826_199df203,0.999769,22577_cd96733e,0.999755
22681_124bf3a9,23354_8182b4eb,0.999921,23238_3c864758,0.999834,22074_c0265b0d,0.999795,21600_0027c6fc,0.999747,22062_2d6b3b72,0.999729
22706_58a933f4,21828_21ab2114,0.999951,22365_a4eb929c,0.999909,21840_6847d36c,0.999897,22761_ca309655,0.999887,23259_d655fcc1,0.999879
22710_77324fc2,23214_0c411aa1,0.999981,23008_3d1bb7b2,0.999979,23172_4ab01e83,0.999971,22383_e5f707a7,0.999961,21563_c72d37a2,0.999957
22717_08784417,22125_e3a4cad4,0.973636,22211_b1ee53f0,0.922195,21647_6b6cca6f,0.918425,20546_87dbd755,0.917034,23511_8651ac1f,0.911428
22727_c514268a,20797_78b83489,0.91966,23036_7f9d143f,0.919027,21281_6e562106,0.919026,23501_6c48b3c1,0.919021,23473_1dfa6e40,0.919018
22729_232da678,22045_ead71aca,0.999838,22072_5163223a,0.999756,21513_50fb4d62,0.999755,21275_c8049742,0.999744,20892_b1f89c8d,0.999743
22732_cd2af0ac,23239_ba13cf5e,0.919993,23439_18900af2,0.919992,22746_920025a0,0.919991,21690_5d1f3475,0.919988,23164_659c91ef,0.919988
22746_920025a0,23369_447545f6,0.999918,21615_f2ecc6e8,0.999901,23343_f000bdae,0.999877,22227_aca28ff2,0.999796,21599_80057f94,0.998902
22747_3f6faf4c,22180_ce7c3bd8,0.999916,22073_951645ae,0.999905,20646_4cd14a72,0.999897,20647_cea2e07c,0.999868,21326_ab4d6c43,0.999855
22749_346e10ae,20801_0796e2ee,0.999999,22899_5b97e4f5,0.999998,23184_731e5af0,0.99999,23439_18900af2,0.999989,23239_ba13cf5e,0.999983
22761_ca309655,23259_d655fcc1,0.999949,21840_6847d36c,0.99994,22365_a4eb929c,0.999913,21831_54ca67d1,0.999902,21828_21ab2114,0.999894
22762_dcbdd14d,22983_0ab3faaf,0.999992,21497_9833a679,0.999981,21271_ec7f62b8,0.999978,23102_211ad1db,0.999978,23037_d0df320c,0.999962
22764_b884dce6,21739_57582b8f,0.919868,20668_b2f2633e,0.919291,21337_062b39fa,0.91881,22405_20f11d58,0.918583,21093_1bda9bbe,0.918461
22776_facf9bcf,22002_315afcfc,0.999962,21009_907a2a95,0.999733,21528_a5d5490f,0.999465,23176_1bf2a2d5,0.999355,21816_3891a442,0.999261
22778_7d85debd,22040_6461a147,0.999385,22092_897b0ffa,0.99935,22011_0832eefe,0.998039,21923_41fa6eda,0.996052,20182_71b9e491,0.919969
22784_bcace961,21566_ff590631,0.919996,20925_dc64a33a,0.919993,20387_0d507234,0.919962,22586_ff3651b2,0.919961,22383_e5f707a7,0.919951
22787_49022c32,22357_e2f7b060,0.91633,21557_53eafe15,0.915598,22670_9353c710,0.909295,23282_a1b17daa,0.908994,23235_f9ccb8b0,0.907115
22812_cf865ed1,21386_e234c6b6,0.91998,21958_e48ddf4e,0.91997,22434_2ad62ed6,0.919957,21133_f9a1614e,0.919955,22659_0e686e14,0.919949
22825_f4c18d65,20674_2fb6cabd,0.999845,22064_e1ba20dd,0.999153,23387_c4aa9424,0.99902,21274_2fb8c3f5,0.998974,23339_87a4d11f,0.998934
22826_199df203,23434_6635ed57,0.99997,21817_945cd3c9,0.99993,22577_cd96733e,0.999924,21358_a69a36f3,0.999918,21837_b67d788c,0.999903
22827_f33929ec,22193_c8773ded,0.999527,20765_99d0665e,0.998915,22910_97f0cc18,0.998847,22081_ab3124af,0.998549,22528_f3370a64,0.997027
22832_731d3b9f,22987_37973191,0.91993,21790_aaf9224a,0.919749,20722_90d46353,0.919528,20239_49b65a55,0.919027,22376_3ebc82a2,0.918902
22837_7644c972,22073_951645ae,0.999704,21976_807c9b26,0.999645,22747_3f6faf4c,0.999631,22131_6b4b60f8,0.999582,21326_ab4d6c43,0.999491
22839_113f2990,21139_cd619b26,1.0,21119_4f5c95a6,1.0,23199_75dc1efd,1.0,20804_0dcacc66,1.0,20898_5f5b9bc7,1.0
22843_cb38a007,21781_5985da6d,1.0,22843_ff77027f,1.0,21581_8f948e0b,0.999999,22075_12b129d5,0.999998,22058_71feafda,0.999998
22843_ff77027f,22843_cb38a007,1.0,21781_5985da6d,0.999999,21581_8f948e0b,0.999999,23311_ad36a9ec,0.999998,22257_6fb4c50c,0.999997
22844_9b75b8e0,21630_316322ff,1.0,21495_ebbbd369,1.0,22075_12b129d5,0.999999,22257_6fb4c50c,0.999999,23351_6104d55d,0.999998
22852_dc1dbed6,21856_f84d9348,0.995712,23305_2662b29a,0.989411,21592_c5e77a82,0.984608,21282_b2d83538,0.966576,21496_f4025ad5,0.966369
22862_f5406bb0,23215_08a54de0,0.999984,21357_9edfc0a0,0.999958,20994_9c88b1ba,0.999951,22374_aa5bb54d,0.999947,22014_5880c417,0.999937
22886_a6331748,22155_ab18f2b6,0.999995,20682_e208cc63,0.999959,20585_09b72895,0.999958,22057_4947db57,0.99995,22892_68138f24,0.999943
22890_4ecfa491,23002_4d53fb3f,0.999523,21153_a2fb81fe,0.998927,21425_d0d47a2a,0.998651,22900_09de4c7a,0.998509,21024_9be3d461,0.997186
22891_b8c84495,20813_726b2714,0.999999,21051_5d118b91,0.999996,21573_31a18ad0,0.999991,21882_795be793,0.999988,23103_66470b7e,0.999985
22892_68138f24,20682_e208cc63,0.999998,22057_4947db57,0.999997,22155_ab18f2b6,0.999967,22886_a6331748,0.999943,21037_62248d34,0.999937
22893_eb8aa8ac,21838_5bc448b4,0.999976,22416_4cd31921,0.999936,22070_fd1b8e5e,0.999903,23155_d7305c5f,0.999878,21845_dff8b3a1,0.999871
22894_5f7c276d,23309_76dcf100,0.999766,21182_a480d230,0.999762,23101_6aec02ee,0.99962,22421_19401bdd,0.999584,21352_c1101acb,0.999461
22895_4533b542,21793_4ad5e2c0,0.99999,23103_66470b7e,0.99999,20908_10574fbf,0.999985,22891_b8c84495,0.999977,20813_726b2714,0.999976
22899_5b97e4f5,22749_346e10ae,0.999998,20801_0796e2ee,0.999996,23439_18900af2,0.999984,23184_731e5af0,0.999983,21690_5d1f3475,0.999982
22900_09de4c7a,21425_d0d47a2a,0.999946,21153_a2fb81fe,0.999497,22890_4ecfa491,0.998509,23002_4d53fb3f,0.998112,21024_9be3d461,0.995089
22902_83870421,22668_9c30f6c0,1.0,22907_ff18dbd5,0.999999,21806_616e985a,0.999999,21062_c4ed6d45,0.999999,21047_60d69af3,0.999999
22907_ff18dbd5,21047_60d69af3,1.0,22668_9c30f6c0,1.0,22902_83870421,0.999999,21806_616e985a,0.999998,21616_c6c3347a,0.999998
22910_97f0cc18,20765_99d0665e,0.999428,22827_f33929ec,0.998847,22081_ab3124af,0.998577,23251_3eb3d2e6,0.99812,22193_c8773ded,0.997797
22919_3ee91d1a,22228_1c82530b,0.918961,22474_b10fea1a,0.918404,22266_078a1f68,0.918047,21539_cfe1f7fd,0.917663,21202_e452c491,0.917471
22980_3cb3bcc8,23493_57512264,0.999923,23041_8d3ea25c,0.999131,21552_4e9c19b1,0.999037,23451_14c8d09e,0.998984,21816_3891a442,0.998853
22981_93f268ae,23039_b3d04774,0.999752,20646_4cd14a72,0.919974,20647_cea2e07c,0.919973,22378_234fea2c,0.919962,21588_0c48dc5f,0.919951
22983_0ab3faaf,22762_dcbdd14d,0.999992,23037_d0df320c,0.999981,21271_ec7f62b8,0.999969,21497_9833a679,0.999968,23102_211ad1db,0.999947
22987_37973191,21790_aaf9224a,0.999835,21858_f1409ea2,0.998861,21621_711e1918,0.998683,22376_3ebc82a2,0.998607,23331_192866b6,0.998602
23002_4d53fb3f,22890_4ecfa491,0.999523,21153_a2fb81fe,0.999067,21425_d0d47a2a,0.998211,22900_09de4c7a,0.998112,22528_f3370a64,0.99797
23006_92c5b990,23442_28996649,0.999996,20705_ac2a0325,0.999996,23351_6104d55d,0.999995,21495_ebbbd369,0.999994,23403_e539620b,0.999994
23008_3d1bb7b2,22710_77324fc2,0.999979,22383_e5f707a7,0.999978,21563_c72d37a2,0.999962,21566_ff590631,0.999957,22586_ff3651b2,0.999948
23021_047d1f8a,22058_71feafda,0.999996,23311_ad36a9ec,0.999993,23006_92c5b990,0.999993,22349_6f67a96e,0.999993,21581_8f948e0b,0.999992
23022_86e6a8a0,21495_ebbbd369,0.999999,21062_c4ed6d45,0.999999,23351_6104d55d,0.999998,21630_316322ff,0.999998,22844_9b75b8e0,0.999998
23026_e6f08109,21779_b99623fc,0.987593,23379_636204a6,0.919864,23313_210c6783,0.919764,22251_88fd728c,0.919737,23283_fadf3820,0.919662
23028_2ca87745,21513_50fb4d62,0.999862,21503_34f299ca,0.999841,22045_ead71aca,0.999827,23331_192866b6,0.999764,21365_ab403591,0.999745
23034_b38134ee,23152_6f2706c9,0.919806,20817_ef63b1a7,0.919715,20815_b3d9e6c9,0.919671,23354_8182b4eb,0.91881,22681_124bf3a9,0.918694
23035_6087bb57,21358_a69a36f3,0.999981,21817_945cd3c9,0.999967,22826_199df203,0.999835,22577_cd96733e,0.999739,23434_6635ed57,0.999733
23036_7f9d143f,23501_6c48b3c1,0.919919,23035_6087bb57,0.919862,21049_f644930a,0.919799,23473_1dfa6e40,0.919785,21358_a69a36f3,0.919778
23037_d0df320c,22983_0ab3faaf,0.999981,22762_dcbdd14d,0.999962,21271_ec7f62b8,0.999958,22678_ff42f120,0.999941,22659_0e686e14,0.999934
23039_b3d04774,22981_93f268ae,0.999752,23265_07de6a0b,0.919985,23341_d5ead6d2,0.919961,21469_abec26c4,0.919955,22377_d490f505,0.919953
23041_8d3ea25c,21601_360ce1c7,0.999463,22980_3cb3bcc8,0.999131,23493_57512264,0.998797,21621_711e1918,0.998793,23451_14c8d09e,0.997772
23043_c0827516,21590_7d092186,0.932442,22448_1f21757a,0.919978,20788_d25efea2,0.91997,21550_0b16151d,0.919966,21779_b99623fc,0.919954
23044_9a964a68,22085_e039a7d3,0.983578,22440_014f1bac,0.963704,22228_1c82530b,0.935418,23466_1cf60d09,0.932201,22474_b10fea1a,0.930216
23045_a8c4e4bc,23480_3f7a8d50,0.999813,23475_b14d1dc8,0.999631,23252_ef165bed,0.999584,20858_15bdad00,0.99946,20735_fb18051a,0.999202
23048_8a1a5553,21063_037107dc,0.998226,23053_139f2009,0.990435,23495_6366269c,0.985728,23251_3eb3d2e6,0.983346,22076_20e8a107,0.982098
23049_207a41f0,23451_14c8d09e,0.919971,22612_28fe0ac2,0.919968,20505_017d4cc4,0.919926,20688_955aae0c,0.919827,22778_7d85debd,0.919778
23053_139f2009,23495_6366269c,0.994759,23251_3eb3d2e6,0.994681,23048_8a1a5553,0.990435,22910_97f0cc18,0.990058,20765_99d0665e,0.98726
23083_fdb942ac,22528_f3370a64,0.99967,22081_ab3124af,0.99911,20765_99d0665e,0.997727,22910_97f0cc18,0.997091,23002_4d53fb3f,0.996278
23096_7da0f913,20958_94222947,0.999954,20671_33532794,0.999844,21533_8837772a,0.987117,21051_5d118b91,0.919996,21882_795be793,0.919995
23101_6aec02ee,22421_19401bdd,0.999818,21182_a480d230,0.999792,22419_dfeb5d33,0.999683,22894_5f7c276d,0.99962,21121_1e9e7540,0.999573
23102_211ad1db,21497_9833a679,0.99998,22762_dcbdd14d,0.999978,21271_ec7f62b8,0.999952,22983_0ab3faaf,0.999947,23178_eb4b4280,0.99994
23103_43bde2a6,21665_2e14b6ff,0.999989,20807_88c198d5,0.999965,21825_ce32b0a0,0.999959,20731_fbdc7731,0.999947,22508_6bb410af,0.999919
23103_66470b7e,21793_4ad5e2c0,0.999993,21573_31a18ad0,0.999992,22895_4533b542,0.99999,20812_462bd352,0.999989,22891_b8c84495,0.999985
23120_f7c9092f,23380_abffc859,0.998755,23379_636204a6,0.996753,22251_88fd728c,0.996727,21989_a0b5037d,0.996655,23313_210c6783,0.996238
23121_cbdf3ebc,23473_1dfa6e40,0.999974,23475_b14d1dc8,0.999808,23480_3f7a8d50,0.999475,20797_78b83489,0.999307,23045_a8c4e4bc,0.999129
23123_f35404c4,22581_406c16c4,0.998973,23226_8d1b5098,0.997457,22298_51433023,0.996248,22056_79373464,0.994851,23282_a1b17daa,0.994272
23127_38d73061,22095_af226cbc,0.999912,23221_42f37ae3,0.999906,22259_613f9d44,0.999857,23468_a0bfb573,0.999527,22706_58a933f4,0.999523
23128_cb135b1b,21377_19909a40,0.999999,22162_439af02a,0.999998,20743_c8ea8159,0.999997,21706_adfb2ece,0.999988,23308_245d257c,0.999972
23130_7417d5b3,21153_a2fb81fe,0.919823,22900_09de4c7a,0.919574,21425_d0d47a2a,0.919533,23002_4d53fb3f,0.919161,22890_4ecfa491,0.918865
23132_1847c4ef,21009_907a2a95,0.999392,23176_1bf2a2d5,0.999249,23363_60e39812,0.999048,22776_facf9bcf,0.999028,22474_b10fea1a,0.999022
23136_2b469508,23211_3aac9c7e,0.919241,23209_1592b0a4,0.919104,20232_e5b060d9,0.919015,23210_f535bfd2,0.918966,23218_02d26ab4,0.918766
23144_88ca00a5,22533_e7298b05,0.997553,23195_2629864e,0.993925,23204_ff1672a9,0.992216,22298_51433023,0.989729,22056_79373464,0.987547
23152_6f2706c9,20817_ef63b1a7,0.999957,20815_b3d9e6c9,0.999928,23354_8182b4eb,0.99947,22681_124bf3a9,0.999368,23238_3c864758,0.998856
23154_7c74d190,21924_bbd9f7a9,0.999093,23378_8d6426ae,0.998646,22428_c1ffa51a,0.998099,21300_ec7da33e,0.997677,22278_12f1fb79,0.99733
23155_d7305c5f,21845_dff8b3a1,0.999886,22893_eb8aa8ac,0.999878,22070_fd1b8e5e,0.999869,21121_1e9e7540,0.999869,22416_4cd31921,0.999866
23156_7788f78a,23161_e7f63a9f,0.999723,23495_6366269c,0.91808,23251_3eb3d2e6,0.917126,22910_97f0cc18,0.912201,21063_037107dc,0.911186
23158_c7e753c2,22064_e1ba20dd,0.919893,23387_c4aa9424,0.919884,21599_80057f94,0.919875,23339_87a4d11f,0.919861,21274_2fb8c3f5,0.919817
23161_e7f63a9f,23156_7788f78a,0.999723,23495_6366269c,0.919043,23251_3eb3d2e6,0.918334,22910_97f0cc18,0.914569,20765_99d0665e,0.912622
23162_7e2f3d77,22056_79373464,0.998522,23226_8d1b5098,0.997115,22491_a33562ad,0.995134,22581_406c16c4,0.99476,23123_f35404c4,0.991465
23163_7b143a6f,16550_e88d6986,1.0,22178_976d2411,0.999999,23199_75dc1efd,0.999999,21062_c4ed6d45,0.999999,21806_616e985a,0.999998
23164_659c91ef,23440_5956321f,0.999995,23239_ba13cf5e,0.999994,21793_4ad5e2c0,0.999991,22349_6f67a96e,0.99999,23439_18900af2,0.99999
23168_7fdf5427,20697_d3e106b4,0.999541,21300_ec7da33e,0.999363,22421_19401bdd,0.999268,21081_72fa4ad1,0.999238,21121_1e9e7540,0.999177
23170_6ea8ded5,22312_3f366a4a,0.999991,21271_ec7f62b8,0.999978,21497_9833a679,0.999958,22434_2ad62ed6,0.999939,22762_dcbdd14d,0.999928
23172_4ab01e83,21794_4d137e7d,0.999979,23213_3df3cb34,0.999974,22710_77324fc2,0.999971,21549_18160a0a,0.999967,23214_0c411aa1,0.999931
23174_8ef93daf,21794_4d137e7d,0.999959,22586_ff3651b2,0.999956,21974_1997ebc3,0.999941,23008_3d1bb7b2,0.999926,22617_a286f13c,0.999906
23176_1bf2a2d5,22776_facf9bcf,0.999355,21816_3891a442,0.99933,23132_1847c4ef,0.999249,22002_315afcfc,0.999089,21009_907a2a95,0.998937
23178_eb4b4280,21497_9833a679,0.999941,23102_211ad1db,0.99994,21961_1a090a8b,0.999886,22762_dcbdd14d,0.999873,23170_6ea8ded5,0.999864
23184_731e5af0,22671_fdd1b1e6,0.999998,20801_0796e2ee,0.999994,22749_346e10ae,0.99999,23439_18900af2,0.999989,23239_ba13cf5e,0.999988
23194_b675acc0,20409_dafedec6,0.993598,23236_d5867507,0.919953,22043_041e1b7c,0.919881,23211_3aac9c7e,0.919839,23218_02d26ab4,0.919839
23195_2629864e,22413_901f5867,0.996835,22298_51433023,0.995727,22533_e7298b05,0.995057,23271_f833d903,0.99491,23144_88ca00a5,0.993925
23199_75dc1efd,22178_976d2411,1.0,22839_113f2990,1.0,21139_cd619b26,0.999999,21119_4f5c95a6,0.999999,16550_e88d6986,0.999999
23204_ff1672a9,22492_047b125b,0.995921,21741_c6faf98e,0.994884,23144_88ca00a5,0.992216,23162_7e2f3d77,0.98501,22533_e7298b05,0.984673
23209_1592b0a4,23210_f535bfd2,0.999987,23219_40625e2c,0.999925,23211_3aac9c7e,0.99973,23218_02d26ab4,0.999663,23244_34b5f55e,0.999625
23210_f535bfd2,23209_1592b0a4,0.999987,23219_40625e2c,0.99995,23211_3aac9c7e,0.999775,23218_02d26ab4,0.99976,23244_34b5f55e,0.999736
23211_3aac9c7e,23218_02d26ab4,0.999934,23244_34b5f55e,0.999897,23236_d5867507,0.999827,23210_f535bfd2,0.999775,23209_1592b0a4,0.99973
23213_3df3cb34,21549_18160a0a,0.999992,23172_4ab01e83,0.999974,21794_4d137e7d,0.99997,20823_f144e996,0.999962,21837_b67d788c,0.999917
23214_0c411aa1,22710_77324fc2,0.999981,21563_c72d37a2,0.999973,22383_e5f707a7,0.999963,23434_6635ed57,0.999954,23008_3d1bb7b2,0.999945
23215_08a54de0,22862_f5406bb0,0.999984,22374_aa5bb54d,0.999976,20803_473c87ac,0.999975,20994_9c88b1ba,0.999972,21357_9edfc0a0,0.999949
23217_7c6062e3,23168_7fdf5427,0.919866,21300_ec7da33e,0.919742,22421_19401bdd,0.919659,20697_d3e106b4,0.919625,23377_690165aa,0.919624
23218_02d26ab4,23244_34b5f55e,0.999995,23211_3aac9c7e,0.999934,23236_d5867507,0.999918,23210_f535bfd2,0.99976,23209_1592b0a4,0.999663
23219_40625e2c,23210_f535bfd2,0.99995,23209_1592b0a4,0.999925,23244_34b5f55e,0.999613,23218_02d26ab4,0.999612,23211_3aac9c7e,0.999568
23221_42f37ae3,22259_613f9d44,0.999946,23127_38d73061,0.999906,22095_af226cbc,0.999881,20609_69f28932,0.999656,23320_e0711ae9,0.999652
23226_8d1b5098,22581_406c16c4,0.997634,22056_79373464,0.997626,23123_f35404c4,0.997457,22298_51433023,0.997118,23162_7e2f3d77,0.997115
23233_ac09e2e5,21697_06656699,0.999903,21511_d07c59c2,0.999623,23309_76dcf100,0.999412,21352_c1101acb,0.999382,22894_5f7c276d,0.999266
23235_f9ccb8b0,23271_f833d903,0.998433,22413_901f5867,0.997342,23195_2629864e,0.991927,23282_a1b17daa,0.990882,21582_a3d32115,0.990834
23236_d5867507,23244_34b5f55e,0.999925,23218_02d26ab4,0.999918,23211_3aac9c7e,0.999827,23210_f535bfd2,0.999415,23209_1592b0a4,0.999275
23238_3c864758,22074_c0265b0d,0.999988,21600_0027c6fc,0.999985,21715_53df62c9,0.999942,23366_cc0bc28e,0.999932,23354_8182b4eb,0.999852
23239_ba13cf5e,23439_18900af2,0.999999,23164_659c91ef,0.999994,21690_5d1f3475,0.999994,22349_6f67a96e,0.999992,20801_0796e2ee,0.999991
23244_34b5f55e,23218_02d26ab4,0.999995,23236_d5867507,0.999925,23211_3aac9c7e,0.999897,23210_f535bfd2,0.999736,23209_1592b0a4,0.999625
23245_ccd099b6,23323_075a079e,0.919824,21185_ac5324ba,0.919193,22218_2f85f6ae,0.918819,20504_c9e14c9d,0.918195,21695_1f33863f,0.917773
23250_aa321310,16550_e88d6986,0.92,23163_7b143a6f,0.92,22178_976d2411,0.919999,23199_75dc1efd,0.919999,21062_c4ed6d45,0.919999
